,Summary,Embedding,New_Cluster_Label
0,"we started our lecture with a recap of previous lecture particularly about the difference between statistically similar values and statistically significant values. we then started a new topic called as multiple linear regression. as the name suggests, it is a linear regression but dependent upon multiple features. we looked how things like sales depend on multiple factors like age, earning, family size etc. the things on which our y is dependent are known as features. our goal is to represent y as a linear combination of x1, x2, x3, ..., xn. suppose y = b0 + b1x1 + b2x2 + ...... our objective is to find the values of b0, b1, b2 which we do by a method called as gradient descent which is a numerical method very similar to newton raphson method, but used for n dimensions. prof then showed an illustration on excel where the y was dependent on 5 features. we performed mlr and had a look at the p-values of the calculated coefficients. every coefficient had a p-value greater than 0.05 except the intercept which shows that the probability of them being correct is very low. we then started dropping the features one by one which had the highest p-value. there also is a metric known as f value where f = msr/mse. higher f corresponds to better model. as we dropped the features, f value started to increase.","[-0.5317   -0.5215    0.3384    0.06107   0.3943    0.10944   0.1836
 -0.433     0.4263    0.3638   -0.3005    0.1326   -0.665    -0.254
 -0.2174    1.279     0.0569    0.54      0.04822  -0.508    -0.659
 -0.7095   -0.532    -0.26      0.667     0.1536    0.522     0.537
  0.913     0.2756   -0.1472   -0.2224   -0.793     0.2727    0.264
 -0.67     -0.1167    0.468     0.5493    0.9814    0.2218    0.2329
  0.388     0.898    -0.5884    0.01446  -0.1368   -0.01499   0.02608
 -0.06915   0.004486 -0.679     0.294    -0.02222   0.5913   -0.1635
  1.117     0.0813   -0.361    -0.4197   -1.037     1.161    -0.269
  0.379     0.0813    0.3208    0.04355  -0.4512   -0.1818   -0.7637
 -0.0667   -0.2754    0.293    -0.2064    0.651     0.4465   -0.1587
 -0.2454   -0.8076   -0.2375    0.714     0.362     0.01695   0.0686
 -0.7104   -0.013954 -0.5474    0.4001    0.4082    0.716     0.06165
  0.5664    0.2375    0.3066   -0.2142   -0.8076    0.5303   -0.5044
  0.02805  -0.3308   -0.10986   0.2352    0.368     0.2852   -0.2346
  0.00788  -0.06744  -0.589    -0.2512   -0.06235  -1.001    -0.1364
  0.3682   -0.7495   -0.2169   -0.5845    0.6104   -0.1909   -0.02704
 -0.197    -0.2708   -0.0422    0.461    -0.758     0.4558    0.2969
  0.85      0.1985   -0.3552   -0.364    -0.1553   -0.0951    0.2783
 -0.4395   -0.3376   -0.1283   -0.2744    0.0665   -0.2585    0.1453
 -0.2441    0.3894   -0.4377   -0.4954   -0.5356    0.0446   -0.54
  1.156     0.1589   -0.4993    0.7227   -0.687    -0.4326   -0.3281
 -0.1694   -0.468     0.09125  -0.2947    0.4248   -0.1575   -0.1293
 -0.4697   -0.1477    0.1995   -0.3125    0.758     0.1902   -0.2349
 -0.3093   -1.149     0.04413  -0.08124  -0.4482   -0.2712    0.007214
  0.13      0.2074    0.2227   -0.398     0.1009    0.2329    0.0897
  0.439     0.1471    0.3198   -0.525     0.5283   -0.005512  0.2397
 -0.1765   -0.907    -0.6597   -0.2622    0.3335    0.576    -0.05365
 -0.01415   0.468    -0.2299   -0.1718    0.005875  0.3865    0.4668
  0.383    -0.1967   -0.638    -0.841     0.1378   -0.1879   -0.003012
  0.2366    0.645     0.197     0.7686   -1.048    -0.637    -0.05307
  0.1342    0.2876    0.62      0.9663   -0.7627   -0.481    -0.1931
 -0.5186   -0.0164    0.01772   0.09454   0.1383    0.2054   -0.3425
  0.858     0.129    -0.0553    0.5044   -0.3882    0.0329   -0.8213
 -0.00262   0.475     0.1494   -0.801    -0.1978   -0.1904   -0.06793
 -0.2035    0.2622   -0.3003   -0.2325   -0.1698   -0.1965    0.2283
  0.292    -0.4385    0.5176    0.4663   -0.7495    0.4495    0.0817
  0.1552    0.433    -0.265    -0.2776   -0.4744   -0.01866  -1.06
  0.332    -0.037    -0.6045    0.1566   -0.11835   0.1655   -0.535
 -0.5625   -0.1884    0.3628   -0.2051    0.3083    0.3877   -0.1709
 -1.009    -0.5864   -0.3245   -0.532    -0.835     0.005825 -0.3088
 -0.5757    0.0545    0.0902   -0.3125   -0.1326    0.1196    0.3118
 -0.514     0.3398   -0.612    -0.3286    0.06836  -0.004192  0.3374
 -0.1284    0.02335  -0.1783    0.5024    0.3645   -0.010284  0.749
  0.7188   -0.4314   -0.08936  -0.4055   -0.2651   -0.351     0.414
 -0.746    -0.656     0.974     0.4355    0.0544    0.5225    0.457
 -0.2722    1.096     0.993    -0.05078   0.5674   -0.5586    0.4282
 -0.5728   -0.553    -0.9966   -0.625    -0.627    -0.02184   0.2218
  0.321    -0.3208    0.1655   -0.2477    0.2822    0.7803    0.3872
 -0.09015  -0.2013    0.1017   -0.4062   -0.4167   -0.2366    1.304
  0.7246    1.074     0.2256    0.514     0.2883    0.4668   -0.8096
  0.1847   -0.3396   -0.6504   -0.3372   -0.5234   -0.767     0.2065
 -0.3384   -0.6836    0.4067    0.11554  -0.5933    0.2944   -0.6416
  0.4976   -0.5127   -0.378     0.0645   -0.596     0.2825   -0.0684
  0.298    -0.3228    0.0274    0.769    -0.4756    0.6235   -0.4995
  0.3125    0.1393   -0.1782    0.02141   0.0837    0.1268   -0.3513
 -0.043    -0.6455   -0.6978    0.4988   -0.791    -0.4697   -0.4941
 -0.6196    0.05756  -0.1149   -0.0429    0.715     0.02228   0.1755
  0.37     -0.10706   0.6226    0.1499   -0.6113   -0.4165    0.7583
  0.3975    0.4258    0.362     0.5405   -0.379    -0.455     0.06616
  0.2235   -0.886    -0.1577   -0.4292   -0.403    -0.2191   -0.1843
  0.01682  -0.4055   -0.297     0.0746    0.2524    1.247    -0.4314
  0.06586  -0.687     0.1844    0.4565    0.0388    0.0735   -0.4814
 -0.513     0.0646   -0.3574   -0.663     0.482     0.1065    0.8335
  0.723    -0.3801    0.775    -0.1554    0.648     0.4275   -0.806
  0.4077    0.0174   -0.4849    0.3484    0.535    -0.2512   -0.10486
 -0.8535   -0.4482    0.4912    0.2277    0.1771    0.4907    0.5166
  0.1592    0.3042   -0.908    -0.725     0.007587  0.01974  -0.1471
 -0.3804    0.068    -0.4958    0.4507    0.03345   0.1921   -0.06213
  0.1528   -0.07367  -0.0835    0.985     1.07     -0.5625    0.06396
  0.01727  -0.6924    0.1665    0.004654 -0.0994    0.1246    0.1522
  0.715    -0.05414   0.0402    0.373     0.1986   -0.3135   -0.2524
 -0.0879   -0.128     0.1501    0.7046    0.7505    0.04312  -0.731
  0.5723    0.2532   -0.418     0.07074   0.7363    0.3296   -0.4668
  0.3743    0.0718   -0.6665    1.092     0.413     0.4216   -0.3267
  0.1495    0.4597    0.3088   -0.2207    0.575     0.4536   -0.843
 -0.2397   -0.54     -0.2488    0.2817   -0.6904    0.3306   -0.3552
 -0.1761    0.487     0.324    -0.408     0.4495    0.10004   0.4917
 -1.213     0.57      0.3833   -0.904    -0.888    -0.1604    0.123
 -0.73      1.212     0.117     0.0829   -0.3247   -0.2052   -1.181
  0.7656    0.06476  -0.2374    0.23      0.1998    0.554    -0.715
  0.3118    0.4583    0.5103    0.1416   -0.701    -0.411     0.01727
  0.3708    0.5146   -0.5024    1.509    -0.559     0.3347    0.1913
  0.2108    0.172     0.4639    0.3582    0.3538    0.8228   -0.123
  0.732    -0.3872    0.9604    0.492    -0.1725    0.843     0.3047
 -0.706     0.123     0.747    -0.299     0.2025    0.631    -0.1747
  0.1665    0.2727   -0.5566    0.4043    0.4639   -0.7715   -0.0903
  0.2338    0.1273    0.08057  -0.496     0.303     0.1637   -0.01036
  0.3298   -0.2308    0.4182   -0.589    -0.29     -0.2883    0.3445
 -0.3528   -0.782     0.2534   -0.2764   -0.6094   -0.2644    0.749
 -0.4448   -0.7676    0.4102    0.7485    0.3042    0.2325   -0.6753
 -0.05573   0.2651   -0.08746   0.1697    0.1793    0.0829    0.5117
  0.514     0.08813   0.2659    0.4275    0.4565   -0.843    -0.5425
 -0.5776    0.535     0.04498  -0.603     0.6753    0.733     0.6816
 -0.01076   0.717    -0.1895    0.9185   -0.5596    0.5684   -0.406
  0.3767   -0.2471   -1.347    -0.5317    0.727    -0.1752    0.6265
  0.936     0.5977    0.1503   -0.0511    0.5835    0.0361    0.1266
  0.167     0.8916   -0.3135    0.57     -0.3992   -0.4656   -0.2817
 -0.4976   -0.6904   -0.6294   -0.365    -0.7393    0.03583   0.627
  0.714    -0.851    -0.513     0.3367    0.1221   -0.2485   -0.2695
  0.2798   -0.3828   -0.5566   -0.1621    0.2935    0.2363   -0.628
 -0.01472  -0.266    -0.2413    0.4646    0.1682   -0.4778   -0.604
 -0.1902   -0.1284    0.4734    1.058    -0.633     0.04663   0.605
  0.2903    0.708     0.0791    0.4382   -0.655     0.1345    0.03052
  0.4077    0.1696   -0.4177    0.5186    0.6084   -0.5156   -0.5737
  0.364    -0.8354   -0.123     0.6763   -0.2524    0.05008  -0.421
 -0.3132   -0.1714   -0.419     0.73      0.5586   -0.7285   -0.4983
 -0.6284    0.416     0.2405   -0.523    -0.5503    0.4043    0.4028
  0.556     0.4224    0.04916  -0.05872   0.511     0.02591   0.2688
 -0.4294   -0.4165    0.643    -0.01794  -0.5234  ]",107
1,"in this session, we explored various feature encoding techniques, essential for converting categorical and textual data into numerical representations suitable for machine learning models. initially, we discussed vectorization and one-hot encoding. vectorization is a general approach to transform textual or categorical data into numerical vectors. one-hot encoding specifically converts categorical variables into binary vectors, creating separate columns for each category. this method is widely used in multiclass and multilabel classification problems but can introduce the curse of dimensionality when dealing with variables having many unique categories.

we then examined label encoding and integer encoding. label encoding assigns each categorical class a unique integer value. while this method is straightforward, it implies an ordinal relationship between categories, which may not always be appropriate. integer encoding is particularly useful when the categorical variable represents ordinal data (categories with a meaningful order), as it preserves the inherent ordering.

due to the limitations of one-hot encoding, such as increased dimensionality, we introduced binary encoding (compact encoding). binary encoding efficiently represents multiple categories using fewer columns”for example, just three columns can encode up to eight distinct classes. this approach helps mitigate dimensionality issues while retaining meaningful category distinctions.

additionally, we covered frequency encoding and target encoding. frequency encoding involves assigning each category a numerical value based on its frequency within the dataset. target encoding replaces categories with values derived from the target variable (such as the mean target value for each category), effectively capturing relationships between categories and the outcome variable.

finally, we briefly touched upon methods for converting textual data into numerical vectors through vectorization techniques, setting the stage for deeper exploration in future sessions.
","[-5.6700e-01 -4.5750e-01  7.1500e-02  1.1566e-01 -2.2050e-01  2.6500e-01
 -1.4170e-01 -1.2415e-01  9.6500e-02  7.1340e-01 -3.7000e-01 -7.5100e-01
 -5.9570e-01  7.0400e-02 -3.6130e-01  1.1620e+00  9.0000e-03  4.6390e-01
 -3.8130e-01 -4.6400e-01 -4.5140e-01 -1.7190e+00 -3.4450e-01 -3.0860e-01
  4.4170e-01  4.1400e-01  5.4900e-01  8.7100e-01  1.0050e+00  2.7880e-01
  9.8400e-02 -4.2500e-02 -8.3060e-01  3.7780e-02  9.7900e-02 -6.0200e-01
 -2.9030e-01  3.0440e-02  5.1270e-01  9.7660e-01 -1.0600e-01  4.4950e-01
 -1.2490e-01  7.3630e-01 -7.0260e-01  3.1300e-01 -5.4540e-01  5.7860e-01
 -3.2860e-01 -2.9250e-01 -6.0300e-01 -3.8300e-01 -2.4320e-01 -5.3860e-01
  5.2100e-01  8.9540e-02  6.4600e-01  6.6550e-01 -4.2260e-01 -3.8450e-01
 -1.0900e+00  9.1600e-01 -9.1060e-02  4.4500e-01  7.4500e-01  2.4560e-01
 -4.7500e-02 -7.4850e-01 -2.3560e-01  3.7940e-01  3.7980e-03  4.3330e-02
 -5.3400e-02 -9.2000e-02  3.9940e-01  3.5450e-01 -4.6950e-01  1.8850e-01
 -6.9240e-01  1.7200e-02  7.6900e-01  2.7660e-01  6.4450e-02 -1.1980e-01
 -3.3300e-01 -5.1200e-01 -2.5540e-01  5.9700e-02  6.9150e-02  2.6680e-01
  8.8700e-02  3.9720e-01  3.5740e-01  3.2300e-01 -9.2500e-02 -4.6330e-02
  4.3480e-01 -3.6100e-01 -1.7580e-01  3.9180e-01  5.7300e-01 -3.3840e-02
  1.9140e-01 -2.3130e-02 -4.2600e-02  4.4340e-02  6.5900e-01 -7.7000e-01
 -2.1680e-01  1.7580e-01 -8.7840e-01 -4.6200e-01  3.0220e-01 -9.4040e-01
 -4.4430e-01 -4.4460e-01  3.6620e-01 -3.9040e-01 -5.7370e-03  3.5900e-01
 -2.8760e-01  2.7080e-01  6.2320e-02 -1.4970e+00  3.2640e-01  7.0200e-01
  3.4770e-01  7.7600e-02 -1.1926e-01 -3.0180e-01  7.2630e-02 -3.7160e-01
  3.7450e-01 -8.0600e-01 -3.6940e-01 -1.4160e-01 -3.5200e-01  1.2160e-01
 -2.5420e-01  5.0540e-01 -5.7230e-01 -2.5270e-01 -1.6940e-01 -3.4180e-01
 -6.6000e-01  8.5630e-02 -8.6670e-01  1.0120e+00  1.9560e-01 -8.2230e-01
  4.6500e-01 -5.4830e-01 -1.4300e-01 -1.0170e-01 -2.5540e-01 -7.5700e-01
  2.0280e-01  3.9900e-01  7.1600e-01 -1.6160e-01  1.1755e-01 -4.2070e-01
 -3.4550e-01  4.8140e-01 -4.3870e-01  4.8070e-01  1.5530e-01  2.0260e-01
 -2.1000e-01 -8.8770e-01  1.2560e-01  1.7880e-01 -1.3270e-01 -2.7930e-01
 -5.8350e-02  8.1850e-02 -8.3700e-02  1.5530e-01 -2.3060e-01  5.4150e-01
 -9.2500e-02  4.1100e-01  2.9200e-01  1.4660e-01  6.2400e-01 -2.4570e-02
  4.8120e-01  2.6980e-01  3.7480e-02 -2.7050e-01 -3.6060e-01 -7.1140e-01
 -5.7620e-02  7.0300e-01  8.2200e-01 -1.1750e+00  9.2830e-02 -1.2570e-01
 -4.5730e-01 -4.5020e-01  2.7980e-02  1.9900e-01  9.9370e-02  4.0100e-01
 -4.7170e-01 -8.7450e-01 -5.1600e-01  6.9500e-02  3.2000e-02  2.8500e-03
 -2.7560e-02  5.4740e-01 -8.9700e-02  8.4500e-01 -5.9570e-01 -2.4930e-01
 -7.5700e-02  6.9630e-01  4.7400e-02  8.3940e-01  7.6100e-01 -9.4200e-01
 -2.5660e-01  1.7040e-01 -1.1875e+00  5.5370e-01 -1.6430e-01 -1.5040e-01
  2.1570e-01  3.8870e-01 -2.8460e-02  8.5840e-01  3.3520e-01 -8.3560e-02
  8.6300e-02 -2.5880e-01  3.3890e-01 -8.4100e-01 -4.6800e-01  1.5860e-01
  4.4700e-02 -9.7850e-01 -9.8750e-02 -9.7000e-02 -6.5870e-01 -4.1000e-01
  4.4200e-02 -4.6680e-01 -2.0190e-01  1.9880e-02 -5.9300e-01 -1.0080e-01
  8.0760e-01  1.3530e-01  5.3700e-01  7.1900e-01 -5.5700e-01  3.8670e-01
  4.1630e-01  5.8260e-02  2.6930e-01 -1.4110e-01  5.4440e-01 -7.6560e-01
  2.1810e-01 -6.6000e-01  4.2240e-02  2.0840e-01 -5.4440e-01  5.7300e-01
 -3.1670e-01 -5.5100e-01 -4.5070e-01 -4.9270e-01  6.8300e-01  5.1270e-01
 -5.1500e-01  3.2760e-01  4.3330e-01  1.2305e-01 -6.3100e-01 -7.6170e-01
 -1.6750e-01 -4.8410e-01 -3.9360e-01  2.4830e-01  1.2800e-01  1.6280e-01
  8.9540e-02  4.5230e-02 -3.7300e-01  9.9500e-02  1.1800e-01  2.7700e-01
 -4.3400e-01  5.4050e-01  7.5100e-02 -2.7030e-01  6.4800e-02 -3.4570e-01
  3.9870e-01 -1.3880e-01 -2.3200e-01 -3.4550e-01  6.9630e-01  3.1840e-01
 -4.7170e-01  9.0900e-01  1.2890e+00 -7.0560e-01 -1.8030e-01 -2.4060e-01
 -2.1000e-01 -4.1630e-01  2.8050e-01 -6.1960e-01 -8.5940e-01  4.1260e-01
 -1.1090e-01  9.0450e-02  3.4500e-01  3.9650e-01 -3.0570e-01  1.2750e+00
  1.1340e+00  9.6070e-02  5.4050e-01 -5.7280e-01  2.4390e-01 -4.7680e-01
 -4.3120e-01 -9.3950e-01 -3.1450e-01 -7.6700e-01 -7.5100e-01  4.0400e-01
  3.0880e-01 -3.1050e-01  1.8370e-01 -8.5000e-01  4.6580e-01  5.4540e-01
  3.4470e-01 -1.4800e-01  4.7340e-01  3.2420e-01 -6.0100e-01 -1.0500e+00
 -3.6330e-01  1.2830e+00  6.5970e-01  8.7300e-01 -2.0560e-01  8.5100e-01
  3.7260e-01  3.5300e-01 -8.3200e-01  1.8130e-01 -9.5560e-01 -1.6130e-01
 -4.8850e-01 -4.1460e-01 -8.0100e-01  2.4790e-01 -6.6060e-01 -6.7720e-01
  7.2000e-01 -1.8280e-02 -1.6710e-01  5.5570e-01 -8.5840e-01  8.5400e-01
 -3.8090e-01  1.9180e-01  8.0200e-02 -4.8240e-01  1.9430e-01 -1.9260e-01
  9.5700e-02  8.2400e-02  2.5700e-02  1.0280e+00 -2.6220e-01  9.8600e-01
 -1.0670e-02  1.9820e-01  2.6830e-01 -1.0260e-01  1.0740e-01 -2.6060e-02
 -3.2640e-01  5.2500e-01  3.8450e-01 -6.8300e-01 -8.1400e-01  6.1700e-02
 -1.1040e+00 -3.9800e-01 -3.8530e-01 -4.0330e-01 -1.8440e-01 -2.1670e-01
  3.2800e-01  7.5400e-01 -1.3090e-01  4.2580e-01  1.3300e+00 -2.7510e-01
  2.3160e-01 -1.1584e-01 -2.0900e-02 -7.8100e-01  1.4960e+00  1.8650e-01
 -9.6800e-02  7.6900e-01  8.0100e-03 -9.8140e-02 -4.4000e-01 -5.6050e-01
  2.1520e-01 -1.1920e+00 -3.7500e-01 -6.4060e-01 -5.0600e-01 -4.5070e-01
 -2.4520e-01 -2.0520e-02 -5.7230e-01 -6.6940e-01  9.0760e-02  6.8160e-01
  9.4970e-01 -8.5750e-02  2.9960e-01 -1.0820e+00  3.1980e-01  1.9120e-01
  8.2000e-02 -1.9700e-02 -2.0870e-01 -4.1380e-01 -2.9610e-01 -1.8690e-01
 -8.0600e-01  4.5950e-01  1.6400e-01  5.2930e-01  2.6640e-01  3.4240e-02
  5.6450e-01 -4.9070e-01  6.5800e-01  3.0880e-01 -9.0200e-01  5.3600e-01
  1.1770e-02  3.5520e-02  5.5570e-01  9.6140e-01 -5.6540e-01 -3.5060e-02
 -4.9340e-01 -5.6640e-01  8.7740e-01  2.9030e-01  8.4660e-02  1.9120e-01
  5.3960e-01  4.7780e-01  2.7610e-01 -2.5500e-01 -6.4650e-01 -9.2800e-01
 -6.2900e-01 -1.1020e-01 -4.4300e-01  5.9900e-02 -3.4550e-01  3.3810e-01
 -1.5920e-01  5.8000e-01 -5.6370e-02  1.2820e-01  3.4720e-01  2.6900e-01
  6.8460e-01  3.8010e-01 -2.1420e-01  1.1900e-01  2.5500e-01 -8.6130e-01
  2.0120e-01 -8.5500e-02  1.7530e-01  4.2240e-02  2.5460e-01  1.0620e+00
  2.6540e-01  2.7820e-02 -4.6170e-02 -3.0960e-01 -2.8050e-01 -8.6300e-02
 -5.5540e-02 -2.1020e-01 -2.3290e-01  3.4620e-01  9.7700e-02  2.0420e-01
 -6.0160e-01  1.1847e-01  7.6800e-02 -3.9940e-01 -1.4360e-01  7.8500e-01
  1.9630e-01 -2.6540e-01  8.3060e-01 -3.5860e-02 -5.5200e-01  8.7000e-01
  4.7490e-01  7.4200e-01 -2.4120e-01  2.0810e-01  7.1900e-01  3.3150e-01
  2.3290e-01  1.7570e-01 -2.3080e-01 -6.8200e-01 -3.9950e-02 -7.3140e-01
 -7.4370e-01 -1.2630e-01 -1.0060e+00  2.3670e-01 -5.0100e-01 -1.8860e-01
  3.0470e-01 -1.3820e-01 -8.8500e-01  2.3450e-01  4.1850e-01  6.9340e-01
 -9.5400e-01  6.9630e-01  1.0490e+00 -4.3070e-01 -7.7500e-01 -4.8120e-01
  5.3200e-02 -5.1000e-01  6.4940e-01 -3.2440e-02  3.5640e-01 -1.0895e-01
 -6.6200e-01 -1.1200e+00  8.8770e-01  4.6630e-02 -2.9100e-01  2.2950e-01
  6.9300e-01  5.2000e-01 -4.5020e-01  2.9730e-04  8.6300e-01  2.5830e-01
  2.4760e-01 -4.9660e-01 -2.7780e-01 -1.9820e-01  6.1200e-01  2.9440e-01
 -3.1520e-01  6.6940e-01  4.3800e-02 -2.3170e-03 -2.9400e-01  8.9300e-01
  8.1400e-02  3.5770e-01  1.7080e-01  3.2500e-01  9.8900e-01 -3.8350e-01
  7.5400e-01 -7.1000e-02  4.7310e-01  6.0200e-01  3.0400e-02  6.3670e-01
  1.1210e-01 -9.2800e-02  2.4410e-01  8.3100e-01 -1.8200e-01  1.8130e-01
  3.1080e-01 -2.1360e-01 -2.1960e-01 -9.2200e-02 -4.1550e-01  5.6400e-01
  7.7300e-01 -9.2900e-02 -2.2080e-01  9.0300e-01 -9.0640e-02  2.2300e-01
 -6.8200e-01  9.5360e-01  1.3400e-01 -1.8620e-01  8.0030e-01  1.6490e-01
  5.8800e-01 -4.9440e-01 -4.3730e-01 -6.0100e-02  3.8360e-02 -3.8130e-01
 -8.0200e-01  2.7780e-01  9.8450e-02 -6.7330e-01 -6.8600e-01  7.7200e-01
 -5.0800e-01 -8.3060e-01 -3.9870e-01  1.3160e-02  6.5400e-01  3.1800e-01
 -6.6500e-01  5.5860e-01 -1.2320e-01 -6.1870e-03  3.3100e-01  8.7700e-01
 -4.3700e-01  5.2400e-01  4.5460e-01 -1.6170e-01  1.9580e-01  3.4000e-01
  7.3600e-01 -1.0205e+00 -4.0900e-01 -4.3950e-01  1.2340e-01  3.2900e-01
 -1.3320e-01  4.3920e-01  3.1050e-01  7.7050e-01 -3.4330e-01  4.5500e-01
  2.6050e-01  6.3230e-02 -7.6760e-01  7.3900e-01 -6.7100e-02  2.9820e-02
  3.6070e-02 -6.5530e-01 -6.0450e-01  3.1880e-01 -1.8240e-01 -1.0700e-01
  7.2800e-01  2.8050e-01  9.2160e-02  2.5560e-01  3.8090e-01 -2.7100e-01
  1.3200e-01  4.9490e-01  5.6600e-01 -5.5500e-01  6.4550e-01 -5.8540e-01
 -1.5550e-01  3.6240e-03 -6.6400e-01 -1.1010e+00 -7.7900e-01 -4.8830e-01
 -2.6380e-02 -1.3460e-01  6.1800e-01  9.7850e-01 -8.3840e-01 -1.6610e-01
  4.1260e-01  3.0220e-01 -3.3940e-01 -1.9450e-01  4.1920e-01 -3.5640e-01
 -6.5230e-01 -2.3660e-01  2.1630e-01  3.0350e-01 -4.1240e-01  3.3500e-01
  3.0150e-01 -1.2410e-01  8.7000e-01  4.0920e-01 -3.1400e-01 -1.8840e-01
 -2.2610e-01 -3.0720e-02  4.8120e-01  1.0760e+00 -1.1070e+00  3.3060e-01
  6.1100e-01  8.1700e-01  7.9150e-01  2.4410e-01  3.1670e-01 -8.0370e-01
  4.1750e-01  3.7800e-01 -1.4050e-01  3.5570e-01 -7.6100e-01  5.3500e-01
  1.5000e-01 -2.4000e-01 -8.3800e-01 -4.4600e-02 -1.1430e+00 -1.1145e-01
  5.2640e-01 -1.2530e-02 -6.1570e-01 -2.8400e-02 -1.5530e-01  1.0550e-01
 -5.8170e-02  4.6800e-01  7.2950e-01 -2.0700e-01 -3.1880e-01 -4.7490e-01
  4.8050e-01 -1.0735e-02 -8.1200e-01 -2.6680e-01 -1.2354e-01 -8.8300e-02
  1.6370e-01  4.9560e-01 -2.3410e-01  3.4180e-01  4.0920e-01  3.5330e-01
  5.9140e-02 -2.8200e-01 -6.9040e-01  3.9040e-01 -2.6830e-01 -3.8650e-01]",9
