Cluster_ID,Centroid_Vector
0,"-0.4108,-0.6597666666666667,0.73365,0.06484,0.10538666666666667,-0.3233,0.29467333333333334,-0.20013166666666668,0.4265333333333333,0.4552333333333333,-0.6402666666666667,-0.00990333333333332,-0.28565,0.004334999999999978,-0.27513333333333334,0.6859666666666666,0.1715433333333333,0.6573333333333333,-0.23476666666666665,-0.08374666666666666,-0.5710833333333334,-0.27303333333333335,-0.5498333333333334,-0.08504999999999999,0.5105500000000001,0.4221666666666667,0.6561,0.71785,0.54455,0.24391666666666667,0.03328833333333335,-0.058196666666666674,-0.75905,0.2616833333333333,0.26815666666666665,-0.85155,-0.06453833333333334,0.25511666666666666,0.2907416666666667,1.1587666666666667,0.11354,0.36063333333333336,0.100965,0.8376166666666667,-0.4150166666666667,0.016348333333333326,-0.077304,-0.33505000000000007,-0.09754833333333335,0.009483333333333344,-0.05073166666666666,-0.90845,0.15923833333333332,-0.377005,0.4176416666666667,0.13958333333333334,0.8688333333333333,0.24308333333333335,-0.16469,-0.5411333333333332,-1.0568,0.9963333333333333,-0.46786666666666665,0.29056666666666664,0.33560500000000004,0.5190441666666666,-0.4741416666666667,-0.7379833333333333,-0.16009500000000002,-0.41966666666666663,-0.18977,-0.062393333333333315,-0.05236399999999999,-0.025423833333333333,0.46990000000000004,0.0014075000000000615,-0.23523333333333335,-0.30618333333333336,-0.9968333333333333,-0.166105,0.86575,0.15480333333333335,0.2878333333333334,-0.1495078333333333,-0.8099666666666667,0.13337766666666664,-0.53955,0.49060000000000004,0.32705,0.9162166666666667,-0.03947833333333333,0.4296833333333333,0.089205,0.6456,-0.010458333333333337,-0.46671666666666667,-0.01262333333333332,-0.2627166666666667,-0.22565666666666667,-0.26087000000000005,0.11702666666666667,0.21629666666666666,0.24226999999999999,0.13421333333333332,-0.1886,0.007558333333333333,-0.15933999999999995,-0.46705,-0.17435,0.02288166666666669,-0.5314166666666666,-0.025610333333333346,0.33015,-1.0081166666666665,-0.122295,-0.7038166666666666,0.33925000000000005,-0.10741999999999999,0.17245666666666665,-0.013418333333333345,-0.15715833333333334,-0.12966833333333333,0.7431833333333333,-0.4771666666666667,0.6912499999999999,0.21157499999999996,0.69905,0.12492833333333332,0.13237499999999996,-0.5226666666666666,-0.13614333333333334,-0.29996666666666666,0.7322333333333333,-0.17838833333333334,-0.4072,-0.2646833333333333,-0.18162333333333333,0.0049849999999999894,-0.38527333333333336,0.4381333333333333,-0.11394000000000001,0.23623,-0.5668333333333333,-0.5677166666666666,-0.19340333333333337,-0.34979999999999994,-0.8089,0.949,0.26963000000000004,-0.44730000000000003,0.50375,-0.41240000000000004,-0.024550000000000016,0.0028483333333333485,0.02365500000000001,-0.2636835,0.3197833333333333,-0.1728,0.24458333333333335,-0.1753,-0.27841499999999997,-0.6145666666666667,-0.24751,0.21804333333333334,0.02713833333333332,0.9368833333333333,0.6234826666666666,0.29565,-0.197955,-0.8140833333333334,0.40965,-0.10938,-0.19308833333333333,-0.6547833333333333,0.23726666666666663,0.23219833333333334,-0.07655000000000002,0.10386183333333333,-0.45405,0.25506666666666666,0.0026983333333333312,0.056804999999999994,0.5557666666666666,0.08413166666666666,0.4821833333333333,-0.4615333333333333,0.5679666666666666,-0.40898333333333325,0.22910666666666668,0.3064833333333333,-0.6311833333333333,-0.5133166666666666,-0.34818333333333334,0.32080000000000003,0.4982666666666667,-0.16208683333333335,-0.07680499999999998,0.35895,-0.35433333333333333,-0.35331999999999997,0.2659783333333333,0.1592883333333333,0.39513333333333334,0.124055,0.2637066666666667,-1.13755,-0.6635333333333333,0.0821,-0.28198666666666666,-0.019618333333333335,-0.18596999999999997,0.5422166666666667,0.11056666666666665,1.2463333333333333,-0.8262333333333334,-0.365655,-0.5230333333333332,-0.08231816666666658,0.3690916666666667,0.34786666666666666,0.8158,-0.81555,-0.6658333333333333,-0.47405,-0.5975666666666667,-0.3686333333333333,0.014203333333333333,-0.32616666666666666,-0.32731666666666664,0.3530833333333333,-0.133695,0.9956666666666667,0.3021666666666667,-0.29664999999999997,0.31934666666666667,-0.31853333333333333,-0.1215666666666666,-0.7111333333333334,0.006679666666666653,0.5407166666666666,-0.26794999999999997,-1.0670333333333333,0.09653999999999999,-0.15877333333333332,-0.078335,-0.3489833333333333,0.4271166666666667,-0.3923333333333333,-0.08075833333333335,-0.24038833333333334,0.10117499999999999,0.00972766666666667,-0.03507166666666667,-0.4623666666666667,0.5559000000000001,0.16829166666666667,-0.7182333333333333,0.48875,0.14547333333333334,0.16593333333333332,0.3626666666666667,-0.60615,0.025558333333333336,-0.4960833333333333,-0.020391666666666676,-1.2649333333333332,-0.12509333333333333,-0.03241,-0.4956833333333333,-0.03302999999999995,-0.03443833333333332,0.08855999999999997,-0.5427500000000001,-0.2637083333333333,0.024131666666666662,0.5376,-0.056898333333333356,0.41283333333333333,0.31856666666666666,0.017354999999999992,-0.4236333333333333,-0.5721,-0.5703,-0.35273333333333334,-0.9519,-0.16349666666666668,-0.32863333333333333,-0.9412499999999999,-0.09264666666666665,-0.1411333333333333,-0.48733333333333334,-0.21186666666666668,0.15089166666666665,0.35591666666666666,-0.34025,0.10199908333333335,-0.3569833333333333,-0.35036666666666666,-0.07,0.32153333333333334,0.4484166666666667,0.02850916666666664,-0.18533,-0.44353333333333333,0.5703333333333334,0.31345,0.3247,0.30131,-0.07269499999999995,-0.43543333333333334,-0.2669333333333333,-0.5149666666666667,-0.17896666666666666,-0.3939166666666667,0.18053666666666668,-0.4084333333333333,-0.12049333333333334,0.6835833333333333,0.12200666666666667,-0.24961833333333336,0.3043716666666667,0.11362233333333333,-0.5368999999999999,0.9332333333333334,0.8736833333333334,0.05454716666666667,0.1826166666666667,-0.23964666666666667,0.14408833333333335,-0.31943333333333335,-0.25751333333333337,-0.9114833333333333,-0.41583333333333333,-0.2708916666666667,-0.2501333333333333,0.3957,0.63395,-0.21455500000000002,0.187795,-0.23111333333333334,0.28855000000000003,0.7876333333333333,0.36911666666666665,0.07815,-0.20777,0.1986075,-0.42623333333333335,-0.30998333333333333,-0.42893333333333333,0.9876666666666667,0.3210166666666667,1.3506666666666667,0.06261666666666668,0.6934,0.3045966666666667,0.176425,-0.8745499999999999,0.34255,-0.22073933333333334,-0.64685,-0.35545,-0.22502333333333335,-1.00115,0.1924933333333333,-0.20040833333333335,-0.7093333333333334,0.5592166666666667,0.2551333333333333,-0.60955,0.21343333333333334,-0.7168333333333333,0.2582083333333334,-0.4263,-0.18400416666666666,0.30376666666666663,-0.36201666666666665,0.18510000000000001,0.033585000000000004,0.37273333333333336,-0.1979,-0.03618500000000001,0.8036833333333333,-0.5783166666666667,0.7972666666666667,-0.5932666666666666,0.7551333333333332,0.48961666666666664,-0.06745008333333333,0.4408833333333333,-0.17886666666666667,-0.11725833333333331,-0.39854999999999996,0.3748166666666667,-0.7347,-0.5334666666666666,0.21306666666666668,-0.8194833333333333,-0.5459166666666667,-0.38201666666666667,-0.5258166666666666,-0.03007333333333334,0.011508333333333329,0.31698333333333334,0.2652,-0.07135533333333334,0.23275833333333334,0.46471666666666667,0.07009166666666668,0.5377333333333334,0.16222166666666665,-0.7898499999999999,-0.30569999999999997,0.19815383333333336,0.4340833333333333,0.52995,0.08106666666666668,0.6152333333333333,-0.2232,-0.28815,0.06940499999999998,0.44171666666666665,-0.8010666666666666,-0.16579783333333337,-0.10382433333333335,-0.22110000000000002,-0.29425,-0.3584,-0.147005,-0.14400333333333332,-0.06812166666666675,-0.14956566666666665,0.18502666666666667,1.2422333333333333,-0.37925000000000003,0.3868666666666667,-0.29645,0.289625,0.40192666666666665,-0.13741666666666666,-0.31494999999999995,-0.06364999999999998,-0.09517000000000003,0.23675000000000002,0.1143783333333333,-1.1827333333333332,0.7599333333333333,-0.09414333333333333,0.94625,0.39166666666666666,0.16250166666666668,1.1151666666666666,0.023006666666666648,0.41341666666666665,0.33485,-0.8072333333333334,0.5820666666666666,-0.04305833333333334,-0.2250083333333333,0.4583,0.37256666666666666,-0.4708333333333333,0.007456666666666667,-0.6002500000000001,-0.5253666666666666,0.46286666666666665,0.31005,-0.13346249999999998,0.6175,0.53265,0.18379666666666666,0.18819133333333335,-0.7822666666666667,-0.5731833333333334,-0.005206666666666665,-0.14891,0.0586366666666667,-0.38961666666666667,-0.09077166666666668,-0.40495000000000003,0.18108333333333335,0.048930000000000015,0.52325,0.18590433333333334,0.14281666666666665,-0.45063333333333333,-0.05086666666666667,0.8138,1.2112500000000002,-0.6844999999999999,-0.05287916666666666,0.20678,-0.6037333333333333,0.21076,-0.14503,-0.3871333333333333,0.30363333333333337,0.2003066666666667,0.43148333333333333,-0.09262333333333334,-0.09002333333333334,0.3534,0.12122,-0.1548,-0.7823333333333333,0.01750500000000002,-0.07756833333333335,0.13865166666666665,0.8618666666666667,0.6171833333333334,-0.046065666666666644,-0.6809166666666666,0.4417833333333333,0.34096666666666664,-0.5121,-0.15091866666666667,0.8051166666666667,0.09523000000000001,-0.4893666666666666,0.32715500000000003,0.172675,-0.22560000000000002,0.91805,0.38575,0.17831116666666674,-0.4262,0.15124500000000002,0.47186666666666666,0.13464,-0.13292583333333335,0.6121833333333333,0.6302166666666668,-0.64885,-0.24980000000000002,-0.50415,-0.12274333333333337,0.18151666666666666,-1.0205833333333334,0.48793333333333333,-0.5017166666666667,-0.08156366666666667,0.16813333333333333,0.21086333333333335,-0.6666333333333333,0.4775333333333333,0.19288499999999997,0.8768333333333334,-1.2739166666666666,0.7099166666666666,0.3422666666666667,-0.90445,-1.2238333333333333,-0.27270700000000003,0.18191666666666667,-0.9983,1.0829333333333333,-0.22018333333333334,-0.02940666666666658,-0.31160666666666664,-0.8610833333333333,-1.5191666666666666,0.90085,0.20553999999999994,-0.30254333333333333,-0.14037,0.058382500000000004,0.40426666666666666,-0.6323,0.278455,0.2973083333333333,0.593,0.40708333333333335,-0.5118333333333334,-0.18272666666666668,0.16201000000000002,0.3228833333333333,0.32349500000000003,-0.45199999999999996,1.381,-0.36121666666666663,0.047206666666666675,0.39408333333333334,0.4665,0.24120499999999997,0.6051166666666666,0.5572333333333334,0.0016200000000000103,0.93675,-0.36619999999999997,0.9222333333333333,-0.01326833333333334,0.7074333333333334,0.5194166666666666,-0.030563333333333345,0.9442666666666666,0.5265333333333333,-0.7125,0.17159999999999997,0.7392166666666667,-0.08740275,0.5175666666666667,0.3864166666666667,0.000894999999999993,-0.08083666666666667,0.5592333333333332,-0.40798333333333336,0.30998333333333333,0.42525,-0.3356,-0.3497166666666667,0.13816833333333334,0.3000333333333334,0.19558333333333333,-0.6340666666666667,0.4239666666666667,0.17838666666666664,-0.19676166666666667,0.18981,-0.3674,0.24725,-0.8515166666666667,-0.17776833333333333,-0.36324999999999996,0.3343333333333333,-0.4,-0.5055833333333334,0.21185333333333334,-0.23338333333333333,-0.4209,-0.04502833333333334,0.7111666666666666,-0.28668333333333335,-0.8650833333333333,0.3254983333333333,0.6112333333333333,0.25661500000000004,0.42274999999999996,-0.4438,-0.15858499999999998,0.4887166666666667,-0.18845166666666668,0.12234333333333335,0.10279000000000005,0.01313666666666663,0.70235,0.6285333333333334,0.39421666666666666,0.2702233333333333,-0.2643683333333333,0.5626166666666667,-0.73465,-0.48978333333333335,-0.5017333333333334,0.7718,-0.23483333333333334,-0.44251666666666667,0.7465166666666667,0.5850333333333333,0.5601,-0.2256166666666667,0.8674166666666666,-0.18783666666666665,1.1815833333333332,-0.5213833333333333,0.3020083333333333,-0.3902,0.20949166666666663,-0.12857333333333335,-1.0320166666666666,-0.30798333333333333,0.7497166666666667,-0.4738833333333333,0.19576666666666667,0.81265,0.5689333333333333,0.049985,-0.04622666666666664,0.6517833333333333,0.06577933333333333,0.014785166666666683,0.06061166666666665,0.6264333333333333,-0.23942333333333338,0.5041166666666667,-0.5000166666666667,-0.28286666666666666,-0.37293333333333334,-0.3889,-0.48740000000000006,-0.4581833333333334,-0.08702500000000002,-0.6496166666666666,0.08383833333333332,1.0985,0.9052,-0.9417,-0.7579333333333333,0.06980666666666667,-0.05892833333333333,-0.3261,-0.21561666666666668,0.29843333333333333,-0.33048333333333335,-0.7713,0.11147,-0.04343666666666665,0.24150333333333335,-0.37295,-0.019131666666666658,-0.11485333333333334,0.179855,0.094395,0.48378333333333334,-0.6825333333333332,-0.4168,-0.058179999999999996,-0.3830833333333333,0.20468333333333333,0.7696333333333334,-0.6141166666666666,0.5848833333333333,0.7425166666666667,-0.13564500000000002,0.5808,0.4124833333333333,0.8416333333333333,-0.4960333333333333,0.2501,0.12537166666666666,0.4838666666666666,-0.00714833333333334,-0.5654833333333333,0.59155,0.3644833333333333,-0.5575333333333333,-0.6345000000000001,0.38616666666666666,-1.127,-0.292435,0.8129333333333333,-0.16987666666666668,-0.47451666666666664,-0.45626666666666665,-0.41813333333333336,-0.1154925,-0.39816666666666667,0.31555,0.28035333333333334,-0.7043,-0.3364666666666667,-0.95765,0.5439333333333334,-0.14563366666666666,-0.5498000000000001,-0.6303833333333333,0.43923333333333336,0.6230166666666667,0.23842833333333335,0.41290000000000004,0.3988333333333333,0.03658333333333334,0.37501666666666666,-0.054345000000000004,0.22790166666666667,0.0038976666666666326,-0.10801433333333335,0.5177,-0.036243333333333336,-0.46876666666666666"
1,"-0.4747659090909091,-0.994059090909091,0.5498431818181818,-0.15511929545454547,-0.063951,0.03025843181818182,0.23240363636363637,-0.05714559090909088,0.44785909090909093,0.4833545454545454,-0.4023022727272727,-0.5083227272727273,-0.2713838636363637,-0.04188368181818181,-0.6111159090909091,1.0742681818181818,0.0019678113636363674,0.13728318181818183,-0.19425636363636364,-0.11571902272727272,-0.7240590909090909,-0.46018181818181814,-0.60475,-0.2536035,0.23319761363636363,0.9983727272727273,0.6180477272727273,0.38767188636363636,0.771209090909091,0.21747795454545454,0.07022636363636361,-0.08930763636363637,-0.5056795454545455,0.29133525,-0.13777022727272725,-0.7272386363636364,-0.43086704545454546,0.1344552931818182,0.3937740909090909,1.1453704545454546,-0.003229227272727269,0.23595131818181816,-0.05401223863636362,1.1640318181818181,-0.2670163636363636,0.6093818181818182,-0.17578088636363637,0.37009870454545457,-0.49919363636363645,-0.29520772727272726,-0.28804318181818184,-0.36655186363636366,-0.05592504545454545,-0.5229681818181818,0.22166045454545455,-0.02501286363636363,0.6988113636363636,0.16250647727272727,-0.5672704545454545,-0.44437045454545454,-0.7997431818181818,0.6644795454545455,-0.2327810227272727,0.076507625,0.4108509090909091,0.7243977272727273,-0.22990281818181818,-0.8626409090909091,-0.4474977272727273,0.1303619318181818,-0.07894581818181819,0.2895590909090909,0.00886016363636364,-0.32627931818181816,0.4088065909090909,0.4481522727272727,-0.43705863636363634,-0.001978636363636363,-0.8412681818181819,0.1565409090909091,0.8845727272727273,0.5584840909090908,0.2811306818181818,0.15651454545454546,-0.24875749999999996,-0.38475681818181817,-0.6859772727272727,0.04663197727272725,0.44798136363636365,0.3559143181818182,-0.11369465909090908,0.6298977272727273,-0.04532015909090908,0.47975681818181815,-0.2262539772727273,0.1413952272727273,0.38480545454545456,-0.36475636363636366,-0.17805080454545455,0.00991025000000001,0.08708915909090909,0.5033659090909091,0.23293370454545456,0.11388,0.15534090909090909,-0.20556204545454548,0.11894052272727272,-0.44906363636363633,-0.5841454545454546,0.2937766590909091,-0.4363306818181818,-0.02325693181818181,0.24425827272727274,-1.2333295454545454,-0.1382990159090909,-0.7245863636363636,0.3463681818181818,-0.2609438636363636,-0.1984555681818182,-0.2663503636363636,-0.31751318181818183,0.24078340909090912,0.35939045454545454,-0.732315909090909,0.5274329545454546,0.6273863636363637,0.8346659090909091,-0.2999181818181818,-0.16807395454545454,-0.26312197727272724,0.20203509090909091,-0.4157409090909091,0.8302386363636364,-0.4710590909090909,-0.46550681818181816,-0.19309570454545455,-0.036693100000000006,-0.03568681818181817,-0.495975,0.2997831818181818,-0.5062659090909091,0.2525185,-0.47465227272727273,-0.6808727272727273,-0.47850545454545457,-0.010349781818181823,-0.6999590909090909,0.9224931818181819,0.4563534090909091,-0.5835,0.6729568181818182,-1.2044613636363637,-0.3344,0.0740445840909091,-0.3002159090909091,-0.41260363636363634,0.1096169090909091,-0.01857083477272728,0.44120909090909094,0.13150736363636364,0.018594545454545447,0.09192440909090915,-0.23380465909090908,0.2109618181818182,-0.02159772727272727,0.8541886363636364,0.3669168181818182,-0.15946754545454547,0.03171840909090909,-0.6131568181818181,0.1683046818181818,-0.053170159090909094,0.048538886363636374,-0.18838863636363637,0.03379999999999999,0.09387270454545454,-0.15091477272727272,-0.23687443181818182,-0.23410636363636367,0.29615477272727275,-0.12727454545454547,0.20668350000000002,0.33893045454545456,0.4082461363636364,0.26196895454545455,-0.12403347727272729,0.5183738636363636,0.13436193181818182,0.02128247727272725,-0.2548301136363636,-0.67605,-0.5215590909090909,-0.024139772727272718,0.1796606818181818,0.5323795454545455,-0.5590386363636364,0.22117272727272727,-0.08833218181818184,-0.5776727272727272,0.10215406818181816,-0.015057259090909098,-0.14048415909090908,0.4132772727272727,0.3299340909090909,-0.3484190909090909,-0.37479318181818183,-0.8423318181818182,-0.029000522727272743,0.05549195454545455,0.05221811363636364,-0.25627465909090913,0.5633840909090909,0.059753181818181816,1.1653386363636364,-1.0619977272727272,-0.37120704545454547,-0.5317795454545454,0.31667113636363636,0.38312636363636365,0.4422703409090909,0.8090272727272727,-0.7827272727272727,-0.8277522727272727,-0.13230219999999998,-0.6011113636363636,-0.09803927272727275,-0.08452202272727273,-0.3853204545454545,-0.05251727272727273,0.4248863636363636,-0.08775670454545453,0.8936477272727272,-0.03285440227272729,-0.4115619545454545,0.3673468181818182,-0.23773095454545454,0.09436688636363637,-0.8512409090909091,-0.06055909090909091,-0.09937215000000002,0.03475193636363636,-0.9123886363636363,-0.051413431818181816,-0.14926759090909092,-0.3947840681818182,-0.28033965454545456,0.08622729545454544,-0.500275,-0.3213927272727273,-0.4069938636363636,-0.1271281818181818,-0.05191381818181818,0.40053954545454545,-0.15626136363636361,0.7776795454545454,0.6282409090909091,-0.590125,0.5636340909090909,0.2661093181818182,-0.06421877272727274,0.5830106818181818,-0.36269931818181816,0.07453545454545454,-0.2592901590909091,-0.17092131818181822,-1.1296522727272726,-0.23154386363636367,0.18028545454545458,-0.32765727272727274,0.5831022727272728,0.2576734090909091,-0.3531068181818182,-0.2773765909090909,-0.5095409090909091,-0.04030474999999997,0.1931781409090909,-0.34806136363636364,0.40902045454545455,0.5533590909090909,-0.2836185681818182,-0.1489419090909091,-0.6226318181818181,-0.033969136363636354,-0.5402431818181819,-0.44013681818181816,0.11185,-0.0765633090909091,-0.6829363636363637,-0.07984143181818182,0.13087456818181814,-0.5686029545454545,-0.014333249999999992,0.28862363636363636,0.1273077272727273,0.03569498181818187,0.2406940909090909,0.15350686363636365,-0.38129227272727273,0.17432897727272728,0.5129897727272728,0.5072681818181818,-0.12073272727272727,-0.3883584090909091,-0.5074159090909091,0.690875,0.45249886363636366,0.24311877272727273,0.6706181818181818,0.2125711363636364,-0.34497931818181815,0.15086504545454543,-0.09800118863636359,-0.10399147727272724,-0.4167659090909091,0.5997818181818182,-0.27400295454545454,-0.01948879545454546,0.5724681818181818,0.1152818181818182,0.35060386363636364,0.5936704545454545,0.5285227272727273,-0.1388462977272727,0.7456068181818182,0.8788795454545454,-0.019264545454545458,0.4927,-0.4349772727272727,0.4367909090909091,-0.5525659090909091,-0.4480727272727273,-0.5655477272727273,-0.41131795454545456,-0.4328938636363636,-0.14921253750000002,0.6446256818181818,-0.08288488636363639,-0.2593886818181818,0.2053714090909091,-0.42408181818181817,0.5305981818181819,0.6171840909090909,0.28490988636363634,0.2348503409090909,0.23090897727272724,0.4369075,-0.28725618863636365,-0.31845318181818183,-0.527290909090909,1.256831818181818,0.38905670454545455,0.6776022727272728,0.08666784090909091,0.5603218181818181,0.3684340909090909,0.5543045454545454,-0.7825886363636364,0.35610909090909093,0.021969863636363635,-0.5864627272727273,-0.5952204545454545,-0.2423825,-0.8520954545454545,0.18844786363636362,-0.03378527272727272,-0.5880113636363636,0.2945481818181818,-0.02559763636363635,-0.30049522727272726,0.1663867045454545,-1.01465,0.7326409090909091,-0.4093777272727273,-0.27188818181818186,-0.09587756818181818,-0.4723938636363636,0.16042529545454545,-0.08199359090909092,0.3254368181818182,0.004098409090909097,-0.012653681818181842,1.0816386363636363,-0.5366081818181818,0.5883545454545455,-0.3764384090909091,0.1786149090909091,0.5734772727272728,-0.1608165909090909,0.009387954545454547,-0.11123362045454546,-0.15257681818181817,-0.23958643181818182,0.30440886363636366,-0.5702159090909091,-0.7150568181818182,0.3014636363636364,-0.5729886363636363,-0.4814227272727273,-0.5441945454545455,-0.6154454545454545,-0.1318144318181818,-0.1322190909090909,0.1580544318181818,0.31872645454545456,-0.02789470454545455,0.2532404545454545,0.2930543181818182,-0.004500522727272721,0.595994090909091,0.32002909090909093,-0.19733422727272726,-0.16485170454545456,0.7461136363636364,0.6551909090909092,0.1122515909090909,0.23772563636363636,0.21950704545454547,-0.17396586363636363,-0.43753847727272727,-0.1946,0.022379090909090918,-0.819025,-0.32923545454545455,-0.4026143181818182,-0.007603636363636368,-0.3030918181818182,-0.20933086363636363,-0.06706406818181819,-0.5798340909090909,-0.24091363636363636,-0.41975,0.4915077272727273,0.8819340909090909,-0.08495086363636362,0.5735340909090909,-0.560984090909091,-0.013137704545454529,0.2058427272727273,-0.05573154545454546,0.021043295454545433,-0.17847931818181817,-0.42566363636363636,-0.05213656818181818,-0.7108227272727272,-1.2840136363636363,0.693275,0.22653484090909093,0.7175818181818182,0.6691568181818182,-0.09030097727272726,0.6077318181818182,-0.14963259090909092,0.7932272727272727,0.15149056818181816,-0.8606977272727273,0.6629068181818182,-0.04684636363636364,-0.1620459090909091,0.5311875,0.5649727272727273,-0.2540065909090909,-0.08212120454545453,-0.7065568181818181,-1.0557045454545455,0.5219318181818182,0.3352097727272727,-0.016871318181818182,0.2823381818181818,0.5580652272727272,0.42474999999999996,0.31856954545454547,-0.52985,-0.6114477272727272,-0.255707,-0.18726727272727273,-0.09042281818181817,-0.2308729090909091,-0.11964385227272728,-0.5730659090909092,0.46586136363636366,-0.06662590909090908,0.21491249999999998,-0.08050054545454546,0.021137340909090904,-0.04070404545454548,0.3384670454545454,0.5097909090909091,1.2782045454545454,-0.24120840909090913,0.15263629545454543,0.30357863636363636,-0.7568818181818182,-0.02844340909090909,-0.18121934090909092,0.16895920454545452,-0.00838552272727272,0.33999568181818185,0.30428568181818183,-0.3132377272727273,-0.48838636363636356,0.21343545454545454,0.1755538636363636,0.05751711363636369,-0.38465340909090906,0.14255202272727271,-0.07738386363636363,-0.055237409090909094,0.7419204545454545,-0.40998659090909095,0.2750409090909091,-1.1371022727272728,0.46740454545454546,0.09842420454545454,-0.2546490909090909,-0.25055795454545454,0.34770954545454547,0.023137265909090914,-0.08580522727272724,0.6062727272727273,0.004146954545454542,-0.5253568181818182,0.9783499999999999,0.33651681818181817,0.37070318181818185,-0.27312704545454547,0.09710102272727275,0.2285209090909091,0.2157196590909091,0.18636750000000005,0.6309431818181818,-0.01089675000000001,-0.3207856818181818,0.10506947727272728,0.0027394090909091395,-0.6763795454545455,-0.06847713636363634,-0.9775840909090909,0.2527534090909091,-0.3352327272727273,-0.04791259090909089,0.16805572727272727,0.3553572727272727,-0.6227895454545455,0.25036818181818177,-0.5163818181818183,0.7702454545454546,-1.3982613636363637,0.39778772727272727,0.644,-0.5875795454545455,-0.7118363636363636,-0.3417468181818182,-0.019957113636363634,-0.582315909090909,0.8732590909090909,-0.06076588636363637,0.42941795454545456,-0.24991409090909092,-0.6971568181818182,-0.8292863636363637,1.1046704545454544,-0.047197674999999994,-0.4148606818181818,0.4822636363636364,0.28849,0.6194636363636363,-0.40396113636363634,0.4935613636363636,0.9474863636363636,0.5263159090909091,0.06546354545454544,-0.41535500000000003,-0.18882347727272727,-0.21351659090909092,-0.35325454545454543,0.31517636363636364,-0.43879090909090906,1.1401386363636363,-0.14716574999999998,-0.10154277272727276,-0.32187022727272724,0.7226068181818182,-0.182573,0.9730931818181818,0.21952727272727274,0.3053115909090909,0.8657363636363636,-0.3324784090909091,0.7234340909090909,-0.00648818181818181,0.4347863636363637,1.070125,-0.2926761363636364,0.7726545454545455,0.4664018181818182,-0.5597386363636364,0.24993829545454546,0.8138818181818182,-0.10909143181818182,0.5054977272727272,0.21039659090909094,0.05574393181818181,0.13107545454545455,0.24242814318181818,-0.7724386363636364,0.33920568181818184,0.748425,-0.20299363636363638,-0.46153636363636363,0.2757965909090909,0.005065,0.046217886363636364,-0.42738522727272726,0.5898227272727273,-0.047470568181818204,-0.13533399999999998,-0.09087647727272724,-0.20977022727272726,0.07248113636363634,-0.3673952272727272,-0.4062886363636364,-0.4090772727272728,0.036818136363636345,-0.49315227272727274,-1.072040909090909,0.8259181818181818,-0.14283840909090906,-0.1332448181818182,-0.12957780000000002,0.33333163636363633,-0.19424268181818183,-0.5527522727272727,-0.2161225,0.5749293181818181,0.567000909090909,-0.04062468863636365,-0.19393713636363635,-0.10114598636363636,0.022210931818181824,-0.09789579545454546,0.1469676590909091,0.49290454545454543,-0.2074830681818182,0.4498559090909091,0.24186171590909086,-0.15469588636363635,0.08375397727272726,0.0799171590909091,0.8957068181818182,-1.0234977272727273,-0.5823477272727273,-0.5194318181818182,0.4002986363636364,-0.27588340909090914,-0.13647722727272726,0.7768068181818182,0.9397,0.5009372727272727,-0.027827113636363643,0.4582397727272727,-0.07828127272727273,0.8790386363636363,-0.569225,0.5401827272727273,-0.20643568181818184,0.32034500000000005,-0.2825643181818182,-0.8911,-0.28424870454545453,0.4499890909090909,-0.5007181818181818,0.01290247727272728,0.8299568181818182,0.36427272727272725,0.058214559090909085,0.3622360909090909,0.22119513636363636,0.05927927272727272,0.5826793181818182,0.303855,0.6607977272727272,-0.4030604545454545,0.2794903181818182,-0.42660136363636364,-0.5395909090909091,-0.21551531818181818,-0.45816704545454545,-0.756584090909091,-0.48616818181818183,-0.4622045454545455,-0.053029999999999966,-0.05124885227272728,0.7584227272727273,0.5144204545454545,-0.9810159090909091,-0.5063181818181818,-0.004631840909090915,0.14505281818181817,-0.3187,-0.36355,0.8675454545454545,-0.20362431818181817,-0.8003795454545455,0.1389478409090909,0.07733609090909091,0.30496931818181816,-0.09609988636363637,0.4772006818181818,-0.05789045454545454,-0.1759066363636364,0.6010045454545454,0.3116813636363636,0.052438477272727324,-0.28902863636363635,-0.14132822727272726,0.33125931818181814,0.36027272727272724,0.9822500000000001,-0.5346590909090909,0.33764727272727274,0.6587863636363637,0.22547136363636364,0.6064045454545455,0.25559545454545457,0.5583636363636364,-0.538425,0.17286645454545452,-0.00341236363636363,0.2752609090909091,0.14669454545454547,-0.7009522727272728,0.6847022727272727,0.09199831818181811,-0.42159,-0.7002886363636364,-0.026551840909090935,-0.921425,-0.15254636363636365,0.3715700909090909,-0.04210079545454545,-0.12614318181818182,-0.44579545454545455,-0.41019545454545453,0.29727234090909094,-0.3115406590909091,0.785684090909091,0.7968227272727273,-1.0397295454545454,-0.09319238636363636,-0.6533454545454546,0.3099521590909091,0.11728527272727274,-1.344715909090909,-0.2042956818181818,0.2737084090909091,0.18928454545454548,0.32380363636363635,0.34914954545454546,-0.21356418181818182,-0.01846290909090914,0.21062338636363637,-0.4646668181818182,-0.05312368181818186,-0.5209795454545454,-0.19128513636363637,0.4724318181818182,-0.2305897727272727,-0.5309113636363636"
